timestamp,kind,calls,totalExecTime
2023-07-22 17:07:59,4,7200,12095.973764999999
2023-07-22 17:07:59,2,7212,63648.44516899989
2023-07-22 17:07:59,1,3056,1330.2249979999997
2023-07-22 17:08:09,4,7300,12209.050969999998
2023-07-22 17:08:09,2,7312,64076.8251379999
2023-07-22 17:08:09,1,3062,1331.3122409999996
2023-07-22 17:08:19,4,7400,12301.618440999999
2023-07-22 17:08:19,2,7412,64432.08094999991
2023-07-22 17:08:19,1,3068,1331.8947909999997
2023-07-22 17:08:29,4,7500,12394.229098999998
2023-07-22 17:08:29,2,7512,64784.534789999896
2023-07-22 17:08:29,1,3074,1332.9823579999997
2023-07-22 17:08:39,4,7600,12494.822879000001
2023-07-22 17:08:39,2,7612,65144.324672999894
2023-07-22 17:08:39,1,3080,1333.6672149999995
2023-07-22 17:08:49,4,7700,12591.136589
2023-07-22 17:08:49,2,7712,65501.45359199989
2023-07-22 17:08:49,1,3086,1334.4133559999996
2023-07-22 17:08:59,4,7800,12689.033599999999
2023-07-22 17:08:59,2,7812,65861.9643429999
2023-07-22 17:08:59,1,3092,1335.0934949999996
2023-07-22 17:09:09,4,7900,12800.167501
2023-07-22 17:09:09,2,7912,66361.24437199988
2023-07-22 17:09:09,1,3098,1335.9503349999995
2023-07-22 17:09:19,4,8000,12894.656527
2023-07-22 17:09:19,2,8012,66726.0984979999
2023-07-22 17:09:19,1,3104,1337.4689659999995
2023-07-22 17:09:29,4,8100,12991.021556999996
2023-07-22 17:09:29,2,8112,67082.2367199999
2023-07-22 17:09:29,1,3110,1338.1441529999997
2023-07-22 17:09:39,4,8200,13096.213348999998
2023-07-22 17:09:39,2,8212,67446.43480699988
2023-07-22 17:09:39,1,3116,1338.9637679999996
2023-07-22 17:09:49,4,8300,13218.314784999997
2023-07-22 17:09:49,2,8312,67875.07536799989
2023-07-22 17:09:49,1,3122,1339.7551469999996
2023-07-22 17:09:59,4,8400,13321.943605999999
2023-07-22 17:09:59,2,8412,68273.10989799991
2023-07-22 17:09:59,1,3128,1340.5737009999996
2023-07-22 17:10:09,4,8500,13425.204349999998
2023-07-22 17:10:09,2,8512,68664.5075929999
2023-07-22 17:10:09,1,3134,1341.6321229999994
2023-07-22 17:10:19,4,8600,13521.939956999999
2023-07-22 17:10:19,2,8612,69035.9164729999
2023-07-22 17:10:19,1,3140,1342.8860979999995
2023-07-22 17:10:29,4,8700,13621.549909
2023-07-22 17:10:29,2,8712,69383.6149559999
2023-07-22 17:10:29,1,3146,1343.5935799999997
2023-07-22 17:10:39,4,8800,13722.751118999999
2023-07-22 17:10:39,2,8812,69735.61430399992
2023-07-22 17:10:39,1,3152,1344.5482919999995
2023-07-22 17:10:49,4,8900,13824.531171999999
2023-07-22 17:10:49,2,8912,70099.7152559999
2023-07-22 17:10:49,1,3158,1345.5740639999995
2023-07-22 17:10:59,4,9000,13929.974681
2023-07-22 17:10:59,2,9012,70478.8252939999
2023-07-22 17:10:59,1,3164,1346.1508399999998
2023-07-22 17:11:09,4,9100,14039.357831
2023-07-22 17:11:09,2,9112,70862.33383999989
2023-07-22 17:11:09,1,3170,1346.9757469999995
2023-07-22 17:11:19,4,9200,14132.67304
2023-07-22 17:11:19,2,9212,71227.86186999989
2023-07-22 17:11:19,1,3176,1347.7477719999997
2023-07-22 17:11:29,4,9300,14249.479874999999
2023-07-22 17:11:29,2,9312,71648.72287499989
2023-07-22 17:11:29,1,3182,1348.4383009999997
2023-07-22 17:11:39,4,9400,14363.299152999998
2023-07-22 17:11:39,2,9412,72045.9254119999
2023-07-22 17:11:39,1,3188,1349.0370559999997
2023-07-22 17:11:49,4,9500,14462.961776999999
2023-07-22 17:11:49,2,9512,72401.05216899989
2023-07-22 17:11:49,1,3194,1349.8003249999997
2023-07-22 17:11:59,4,9600,14565.278638999998
2023-07-22 17:11:59,2,9612,72769.0959359999
2023-07-22 17:11:59,1,3200,1350.4086249999996
2023-07-22 17:12:09,4,9700,14664.564812999995
2023-07-22 17:12:09,2,9712,73151.94823899989
2023-07-22 17:12:09,1,3206,1351.0319119999995
2023-07-22 17:12:19,4,9800,14775.539888
2023-07-22 17:12:19,2,9812,73559.6357469999
2023-07-22 17:12:19,1,3212,1351.6399239999996
2023-07-22 17:12:29,4,9900,14878.437591999998
2023-07-22 17:12:29,2,9912,73942.6481849999
2023-07-22 17:12:29,1,3218,1352.7158449999995
2023-07-22 17:12:39,4,10000,14976.923011
2023-07-22 17:12:39,2,10012,74317.84064999988
2023-07-22 17:12:39,1,3224,1353.3430759999997
2023-07-22 17:12:49,4,10100,15074.35858
2023-07-22 17:12:49,2,10112,74677.82984699988
2023-07-22 17:12:49,1,3230,1354.1353789999994
2023-07-22 17:12:59,4,10200,15181.018848999998
2023-07-22 17:12:59,2,10212,75068.68839799988
2023-07-22 17:12:59,1,3236,1354.8603079999996
2023-07-22 17:13:09,4,10300,15315.056808999998
2023-07-22 17:13:09,2,10312,75621.24129399989
2023-07-22 17:13:09,1,3242,1355.8481709999996
2023-07-22 17:13:19,4,10400,15424.007649
2023-07-22 17:13:19,2,10412,76025.1494309999
2023-07-22 17:13:19,1,3248,1357.2313069999996
2023-07-22 17:13:29,4,10500,15525.214625999997
2023-07-22 17:13:29,2,10512,76392.11978399991
2023-07-22 17:13:29,1,3254,1358.1510829999993
2023-07-22 17:13:39,4,10600,15626.839981999998
2023-07-22 17:13:39,2,10612,76753.5713419999
2023-07-22 17:13:39,1,3260,1358.9749139999994
2023-07-22 17:13:49,4,10700,15728.759407000001
2023-07-22 17:13:49,2,10712,77123.45591399989
2023-07-22 17:13:49,1,3266,1359.6273479999995
2023-07-22 17:13:59,4,10800,15831.783293999997
2023-07-22 17:13:59,2,10812,77472.2316899999
2023-07-22 17:13:59,1,3272,1360.3269869999995
2023-07-22 17:14:09,4,10900,15940.874431999995
2023-07-22 17:14:09,2,10912,77856.69660599991
2023-07-22 17:14:09,1,3278,1361.0031769999996
2023-07-22 17:14:19,4,11000,16100.642751
2023-07-22 17:14:19,2,11012,78361.2817519999
2023-07-22 17:14:19,1,3284,1361.6893979999995
2023-07-22 17:14:29,4,11100,16208.115202999996
2023-07-22 17:14:29,2,11112,78763.4308549999
2023-07-22 17:14:29,1,3290,1362.3857959999996
2023-07-22 17:14:39,4,11200,16319.758382000002
2023-07-22 17:14:39,2,11212,79133.86031899988
2023-07-22 17:14:39,1,3296,1363.2250959999994
2023-07-22 17:14:49,4,11300,16424.797699
2023-07-22 17:14:49,2,11312,79508.95676499988
2023-07-22 17:14:49,1,3302,1364.7085729999994
2023-07-22 17:14:59,4,11400,16534.413482999997
2023-07-22 17:14:59,2,11412,79860.19522799988
2023-07-22 17:14:59,1,3308,1365.3804859999996
2023-07-22 17:15:09,4,11500,16639.407313
2023-07-22 17:15:09,2,11512,80241.0828909999
2023-07-22 17:15:09,1,3314,1366.1075749999995
2023-07-22 17:15:19,4,11600,16743.269914999997
2023-07-22 17:15:19,2,11612,80634.69660599988
2023-07-22 17:15:19,1,3320,1366.9724069999993
2023-07-22 17:15:29,4,11700,16845.479132999997
2023-07-22 17:15:29,2,11712,81000.14282699989
2023-07-22 17:15:29,1,3326,1367.7656409999995
2023-07-22 17:15:39,4,11800,16944.779012
2023-07-22 17:15:39,2,11812,81351.45365399991
2023-07-22 17:15:39,1,3332,1368.5098609999995
2023-07-22 17:15:49,4,11900,17072.30302
2023-07-22 17:15:49,2,11912,81781.6212529999
2023-07-22 17:15:49,1,3338,1369.1257389999996
2023-07-22 17:15:59,4,12000,17181.045317
2023-07-22 17:15:59,2,12012,82173.09004499989
2023-07-22 17:15:59,1,3344,1369.9142859999993
2023-07-22 17:16:09,4,12100,17277.138129
2023-07-22 17:16:09,2,12112,82529.73209799989
2023-07-22 17:16:09,1,3350,1370.9793129999994
2023-07-22 17:16:19,4,12200,17370.553842999994
2023-07-22 17:16:19,2,12212,82873.9486909999
2023-07-22 17:16:19,1,3356,1371.9689809999995
2023-07-22 17:16:29,4,12300,17471.791321
2023-07-22 17:16:29,2,12312,83216.5692809999
2023-07-22 17:16:29,1,3362,1372.5556499999993
2023-07-22 17:16:39,4,12400,17602.600404
2023-07-22 17:16:39,2,12412,83592.47814999988
2023-07-22 17:16:39,1,3368,1373.4475259999995
2023-07-22 17:16:49,4,12500,17717.121232999998
2023-07-22 17:16:49,2,12512,84031.84141999991
2023-07-22 17:16:49,1,3374,1374.0554269999993
2023-07-22 17:16:59,4,12600,17824.197582
2023-07-22 17:16:59,2,12612,84413.56639099988
2023-07-22 17:16:59,1,3380,1375.0066239999996
2023-07-22 17:17:09,4,12700,17929.246746
2023-07-22 17:17:09,2,12712,84845.94583699988
2023-07-22 17:17:09,1,3386,1375.7878319999995
2023-07-22 17:17:19,4,12800,18034.878621
2023-07-22 17:17:19,2,12812,85234.47828799988
2023-07-22 17:17:19,1,3392,1376.5571459999996
2023-07-22 17:17:29,4,12900,18147.086103
2023-07-22 17:17:29,2,12912,85655.4984049999
2023-07-22 17:17:29,1,3398,1377.1393969999995
2023-07-22 17:17:39,4,13000,18279.965249
2023-07-22 17:17:39,2,13012,86125.6325699999
2023-07-22 17:17:39,1,3404,1377.9890639999994
2023-07-22 17:17:49,4,13100,18388.341199
2023-07-22 17:17:49,2,13112,86522.7776349999
2023-07-22 17:17:49,1,3410,1379.4720749999997
2023-07-22 17:17:59,4,13200,18502.209296000005
2023-07-22 17:17:59,2,13212,86926.7022509999
2023-07-22 17:17:59,1,3416,1380.2311159999995
2023-07-22 17:18:09,4,13300,18608.363689000005
2023-07-22 17:18:09,2,13312,87322.7190179999
2023-07-22 17:18:09,1,3422,1380.8491539999995
2023-07-22 17:18:19,4,13400,18719.792483
2023-07-22 17:18:19,2,13412,87784.4890509999
2023-07-22 17:18:19,1,3428,1381.7410579999996
2023-07-22 17:18:29,4,13500,18823.893742
2023-07-22 17:18:29,2,13512,88164.01119499991
2023-07-22 17:18:29,1,3434,1382.5122699999993
2023-07-22 17:18:39,4,13600,18929.897957
2023-07-22 17:18:39,2,13612,88530.7646799999
2023-07-22 17:18:39,1,3440,1383.1608229999993
2023-07-22 17:18:49,4,13700,19038.404738
2023-07-22 17:18:49,2,13712,88911.80640399989
2023-07-22 17:18:49,1,3446,1383.8184439999995
2023-07-22 17:18:59,4,13800,19185.392676999996
2023-07-22 17:18:59,2,13812,89329.36290399989
2023-07-22 17:18:59,1,3452,1384.3894029999994
2023-07-22 17:19:09,4,13900,19291.962906
2023-07-22 17:19:09,2,13912,89710.53290299988
2023-07-22 17:19:09,1,3458,1385.2949539999995
2023-07-22 17:19:19,4,14000,19386.788957
2023-07-22 17:19:19,2,14012,90094.11141099989
2023-07-22 17:19:19,1,3464,1386.0750099999996
2023-07-22 17:19:29,4,14100,19480.837847
2023-07-22 17:19:29,2,14112,90461.6410849999
2023-07-22 17:19:29,1,3470,1386.7077599999993
2023-07-22 17:19:39,4,14200,19587.036738000003
2023-07-22 17:19:39,2,14212,90863.99999699988
2023-07-22 17:19:39,1,3476,1387.6457079999996
2023-07-22 17:19:49,4,14300,19716.990190000004
2023-07-22 17:19:49,2,14312,91302.49310599988
2023-07-22 17:19:49,1,3482,1388.3657739999996
2023-07-22 17:19:59,4,14400,19817.938222
2023-07-22 17:19:59,2,14412,91680.05194299988
2023-07-22 17:19:59,1,3488,1389.3229489999994
2023-07-22 17:20:09,4,14500,19920.143647
2023-07-22 17:20:09,2,14512,92070.2893649999
2023-07-22 17:20:09,1,3494,1390.1356589999996
2023-07-22 17:20:19,4,14600,20031.874448999995
2023-07-22 17:20:19,2,14612,92518.48055499987
2023-07-22 17:20:19,1,3500,1390.9657569999995
2023-07-22 17:20:29,4,14700,20144.859286
2023-07-22 17:20:29,2,14712,92947.22699499989
2023-07-22 17:20:29,1,3506,1391.5447899999995
2023-07-22 17:20:39,4,14800,20253.634763
2023-07-22 17:20:39,2,14812,93336.36622299987
2023-07-22 17:20:39,1,3512,1392.5266889999994
2023-07-22 17:20:49,4,14900,20368.829822999996
2023-07-22 17:20:49,2,14912,93734.47168499988
2023-07-22 17:20:49,1,3518,1393.2843709999995
2023-07-22 17:20:59,4,15000,20477.982217999997
2023-07-22 17:20:59,2,15012,94112.98309799988
2023-07-22 17:20:59,1,3524,1393.9217209999997
2023-07-22 17:21:09,4,15100,20599.778763999995
2023-07-22 17:21:09,2,15112,94605.67696599987
2023-07-22 17:21:09,1,3530,1394.6178299999997
2023-07-22 17:21:19,4,15200,20698.511424
2023-07-22 17:21:19,2,15212,95011.65412999988
2023-07-22 17:21:19,1,3536,1395.3723849999997
2023-07-22 17:21:29,4,15300,20800.495505
2023-07-22 17:21:29,2,15312,95403.97872699989
2023-07-22 17:21:29,1,3542,1396.2924279999995
2023-07-22 17:21:39,4,15400,20906.18582
2023-07-22 17:21:39,2,15412,95779.25048999987
2023-07-22 17:21:39,1,3548,1397.0815429999998
2023-07-22 17:21:49,4,15500,21027.508053999998
2023-07-22 17:21:49,2,15512,96210.9047529999
2023-07-22 17:21:49,1,3554,1397.6591109999995
2023-07-22 17:21:59,4,15600,21137.956842
2023-07-22 17:21:59,2,15612,96594.24553699988
2023-07-22 17:21:59,1,3560,1398.3108489999995
2023-07-22 17:22:09,4,15700,21251.423122
2023-07-22 17:22:09,2,15712,96997.87017099987
2023-07-22 17:22:09,1,3566,1399.0326419999997
2023-07-22 17:22:19,4,15800,21352.47203399999
2023-07-22 17:22:19,2,15812,97391.90440799989
2023-07-22 17:22:19,1,3572,1399.9488359999996
2023-07-22 17:22:29,4,15900,21452.503930999992
2023-07-22 17:22:29,2,15912,97777.28306499985
2023-07-22 17:22:29,1,3578,1400.7406299999993
2023-07-22 17:22:39,4,16000,21564.15065399999
2023-07-22 17:22:39,2,16012,98171.91022099987
2023-07-22 17:22:39,1,3584,1401.4025259999996
2023-07-22 17:22:49,4,16100,21693.823497999994
2023-07-22 17:22:49,2,16112,98618.54592899985
2023-07-22 17:22:49,1,3590,1402.0491549999997
2023-07-22 17:22:59,4,16200,21815.399738
2023-07-22 17:22:59,2,16212,99015.34663299986
2023-07-22 17:22:59,1,3596,1402.8087979999996
2023-07-22 17:23:09,4,16300,21923.834463
2023-07-22 17:23:09,2,16312,99403.83913699986
2023-07-22 17:23:09,1,3602,1403.4037949999997
2023-07-22 17:23:19,4,16400,22020.660659
2023-07-22 17:23:19,2,16412,99801.05525299987
2023-07-22 17:23:19,1,3608,1404.0339459999996
2023-07-22 17:23:29,4,16500,22137.921089
2023-07-22 17:23:29,2,16512,100242.33331399987
2023-07-22 17:23:29,1,3614,1404.5947539999997
2023-07-22 17:23:39,4,16600,22249.720309
2023-07-22 17:23:39,2,16612,100650.78963699986
2023-07-22 17:23:39,1,3620,1405.1973819999996
2023-07-22 17:23:49,4,16700,22361.846517
2023-07-22 17:23:49,2,16712,101053.62482899986
2023-07-22 17:23:49,1,3626,1405.8316859999995
2023-07-22 17:23:59,4,16800,22471.081876999997
2023-07-22 17:23:59,2,16812,101434.49133799988
2023-07-22 17:23:59,1,3632,1406.4764159999995
2023-07-22 17:24:09,4,16900,22583.734591999997
2023-07-22 17:24:09,2,16912,101850.22303699987
2023-07-22 17:24:09,1,3638,1407.0568959999996
2023-07-22 17:24:19,4,17000,22695.703946000005
2023-07-22 17:24:19,2,17012,102307.13574699988
2023-07-22 17:24:19,1,3644,1407.9708899999996
2023-07-22 17:24:29,4,17100,22871.911389
2023-07-22 17:24:29,2,17112,102758.67799799987
2023-07-22 17:24:29,1,3650,1408.7780199999997
2023-07-22 17:24:39,4,17200,22986.218570999998
2023-07-22 17:24:39,2,17212,103167.04171899988
2023-07-22 17:24:39,1,3656,1409.3591229999995
2023-07-22 17:24:49,4,17300,23105.115437
2023-07-22 17:24:49,2,17312,103567.84799199988
2023-07-22 17:24:49,1,3662,1410.0403469999997
2023-07-22 17:24:59,4,17400,23223.258051999997
2023-07-22 17:24:59,2,17412,103991.40942299989
2023-07-22 17:24:59,1,3668,1410.6894199999997
2023-07-22 17:25:09,4,17500,23341.177617999994
2023-07-22 17:25:09,2,17512,104419.27808399989
2023-07-22 17:25:09,1,3674,1411.6616359999996
2023-07-22 17:25:19,4,17600,23435.302104999995
2023-07-22 17:25:19,2,17612,104800.99517099987
2023-07-22 17:25:19,1,3680,1412.4090719999997
2023-07-22 17:25:29,4,17700,23541.661401999998
2023-07-22 17:25:29,2,17712,105213.69249299986
2023-07-22 17:25:29,1,3686,1412.9778249999995
2023-07-22 17:25:39,4,17800,23652.846222999993
2023-07-22 17:25:39,2,17812,105612.38285499987
2023-07-22 17:25:39,1,3692,1413.5863179999997
2023-07-22 17:25:49,4,17900,23777.266791
2023-07-22 17:25:49,2,17912,106024.43336099987
2023-07-22 17:25:49,1,3698,1414.1613749999997
2023-07-22 17:25:59,4,18000,23887.868861
2023-07-22 17:25:59,2,18012,106415.60182999987
2023-07-22 17:25:59,1,3704,1414.7368079999997
2023-07-22 17:26:09,4,18100,23998.819762
2023-07-22 17:26:09,2,18112,106795.81010499988
2023-07-22 17:26:09,1,3710,1415.4216499999995
2023-07-22 17:26:19,4,18200,24100.427642999995
2023-07-22 17:26:19,2,18212,107244.85420499985
2023-07-22 17:26:19,1,3716,1416.2535379999995
2023-07-22 17:26:29,4,18300,24200.08488
2023-07-22 17:26:29,2,18312,107647.02927199987
2023-07-22 17:26:29,1,3722,1416.9880409999996
2023-07-22 17:26:39,4,18400,24321.643515999996
2023-07-22 17:26:39,2,18412,108078.65298599986
2023-07-22 17:26:39,1,3728,1417.9447189999996
2023-07-22 17:26:49,4,18500,24433.674275999998
2023-07-22 17:26:49,2,18512,108458.89084799986
2023-07-22 17:26:49,1,3734,1419.7973389999997
2023-07-22 17:26:59,4,18600,24551.440649999993
2023-07-22 17:26:59,2,18612,108858.84911499987
2023-07-22 17:26:59,1,3740,1420.6505099999995
2023-07-22 17:27:09,4,18700,24668.99757699999
2023-07-22 17:27:09,2,18712,109380.57393999987
2023-07-22 17:27:09,1,3746,1421.6428409999996
2023-07-22 17:27:19,4,18800,24770.865454999996
2023-07-22 17:27:19,2,18812,109794.56793299985
2023-07-22 17:27:19,1,3752,1422.6373569999996
2023-07-22 17:27:29,4,18900,24881.962317999998
2023-07-22 17:27:29,2,18912,110239.53321399986
2023-07-22 17:27:29,1,3758,1423.6100599999995
2023-07-22 17:27:39,4,19000,24990.599291
2023-07-22 17:27:39,2,19012,110611.23397299988
2023-07-22 17:27:39,1,3764,1424.5547089999995
2023-07-22 17:27:49,4,19100,25115.788434999995
2023-07-22 17:27:49,2,19112,110999.80871499985
2023-07-22 17:27:49,1,3770,1425.2486489999997
2023-07-22 17:27:59,4,19200,25252.789214
2023-07-22 17:27:59,2,19212,111553.29109699989
2023-07-22 17:27:59,1,3776,1425.8873249999997
2023-07-22 17:28:09,4,19300,25609.708932
2023-07-22 17:28:09,2,19312,112664.61649799987
2023-07-22 17:28:09,1,3782,1479.1839959999993
2023-07-22 17:28:19,4,19400,25762.664472999997
2023-07-22 17:28:19,2,19412,113367.85758599987
2023-07-22 17:28:19,1,3788,1480.0022609999996
2023-07-22 17:28:29,4,19500,25914.470327
2023-07-22 17:28:29,2,19512,113976.38373099988
2023-07-22 17:28:29,1,3794,1480.7698549999996
2023-07-22 18:53:43,4,19550,26066.633948
